Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
" Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",ကျေနပ်မှုရဲ့ ရွှေရောင်အလင်းထဲမှာ နေပူစာလှုံနေခြင်း၊ နှလုံးသားရဲ့ ရှုခင်းထဲမှာ စီးဆင်းနေတဲ့ တည်ငြိမ်အေးချမ်းတဲ့ မြစ်တစ်စင်း။,Positive,2020-09-05 20:10:00, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20
" Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",မျှော်လင့်ချက်ရှိတဲ့ မျက်လုံးတွေနဲ့ မိုးကုတ်စက်ဝိုင်းဆီသို့ ငေးကြည့်ရင်း၊ အကောင်းမြင်စိတ်ရဲ့ နေရောင်ခြည်နဲ့ လင်းထိန်နေတဲ့ အိပ်မက်တွေရဲ့ ပန်းချီကားချပ်တစ်ခုကို ခြယ်မှုန်းနေခြင်း။,Positive,2022-04-18 08:00:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8
" Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",ဝက်သစ်ချပင်လို မားမားမတ်မတ် ရပ်တည်ရင်း၊ အောင်မြင်မှုရဲ့ အကိုင်းအခက်တွေက ပြီးမြောက်မှုရဲ့ ကောင်းကင်ဆီသို့ လှမ်းတက်နေခြင်း။,Positive,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12
" A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",ကျေးဇူးတင်မှုတွေနဲ့ ပြည့်လျှံနေတဲ့ နှလုံးသား၊ ကြင်နာမှုနဲ့ ချိတ်ဆက်မှုရဲ့ မြေဆီလွှာထဲမှာ တန်ဖိုးထားလေးစားမှု ပွင့်လန်းနေတဲ့ ဥယျာဉ်တစ်ခု။,Positive,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9
" Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",လက်တစ်ဖက် ဆန့်တန်းရင်း၊ စာနာမှုရှိတဲ့ ချည်မျှင်တွေက နားလည်မှုရဲ့ ကော်ဇောတစ်ခုကို ရက်ယှက်နေခြင်း၊ အခြားသူတွေရဲ့ ပျော်ရွှင်မှုတွေနဲ့ ဝမ်းနည်းမှုတွေကို ပွေ့ဖက်ခြင်း။,Positive,2018-04-03 14:15:00, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14
" Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",ဂရုစိုက်မှုတွေနဲ့ လေးလံနေတဲ့ ကရုဏာတရားရှိတဲ့ တိမ်တိုက်တွေ၊ လူသားတွေရဲ့ ဒုက္ခဆင်းရဲမှုရဲ့ ခြောက်သွေ့နေတဲ့ မြေပြင်ပေါ်သို့ စာနာမှုကို ရွာသွန်းပေးခြင်း။,Positive,2022-06-20 10:30:00, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10
" Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",ရယ်မောခြင်းရဲ့ မိုးရေထဲမှာ ပျော်ရွှင်စွာ ကခုန်နေခြင်း၊ ပျော်ရွှင်မှုနဲ့ ပေါ့ပါးမှုရဲ့ ရေအိုင်တွေထဲမှာ လှည့်ပတ်နေတဲ့ စိတ်ကူးယဉ်ဆန်တဲ့ စိတ်ဓာတ်။,Positive,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18
" Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",လွတ်လပ်တဲ့ စိတ်ဓာတ်ရဲ့ တောင်ပံတွေပေါ်မှာ ပျံသန်းနေခြင်း၊ လိုက်လျောညီထွေမှုရဲ့ သံကြိုးတွေကနေ လွတ်မြောက်ပြီး၊ ကောင်းကင်ကို လွတ်လပ်မှုနဲ့ ခြယ်မှုန်းနေခြင်း။,Positive,2021-08-15 11:10:00, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11
" Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",စိတ်ကူးစိတ်သန်းရဲ့ အလင်းရောင်ထဲမှာ နစ်မြုပ်နေခြင်း၊ သာမန်အတွေးတွေရဲ့ ပြာပုံထဲကနေ ထမြောက်လာပြီး နယ်ပယ်အသစ်တွေကို စူးစမ်းရှာဖွေနေတဲ့ ဖန်တီးမှုရှိတဲ့ ဖီးနစ်ငှက်။,Positive,2019-10-25 16:50:00, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16
" Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",မျှော်လင့်ချက် ပင်လယ်ထဲမှာ လမ်းညွှန်နေခြင်း၊ ဖြစ်နိုင်ခြေတွေရဲ့ နေထွက်ချိန်ဆီသို့ ရွက်လွှင့်နေခြင်း၊ အကောင်းမြင် မျှော်လင့်ချက် သင်္ဘောအပေါ် ယုံကြည်မှုရှိခြင်း။,Positive,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7
" Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",ယုံကြည်မှုနဲ့ လှမ်းလျှောက်နေခြင်း၊ မိမိကိုယ်ကို ယုံကြည်မှုရဲ့ ခြေရာတွေကို အောင်နိုင်ခဲ့တဲ့ စိန်ခေါ်မှုတွေနဲ့ ရယူခဲ့တဲ့ အောင်ပွဲတွေရဲ့ သဲသောင်ပြင်ပေါ်မှာ ရိုက်နှိပ်ထားခြင်း။,Positive,2022-02-15 13:15:00, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13
" Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",ညရဲ့ သံစုံတီးဝိုင်းထဲမှာ ပျောက်ဆုံးနေခြင်း၊ လေလွင့်လိုစိတ်နဲ့ လရောင်အောက်က အိပ်မက်တွေရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြတဲ့ လရောင်အောက်က တေးသံ။,Positive,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22
" Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",စူးစမ်းလိုစိတ်ရဲ့ အလွှာတွေကို ဖော်ထုတ်နေခြင်း၊ မရှာဖွေတွေ့ရှိသေးတဲ့ ဗဟုသုတရဲ့ ရတနာသိုက်တွေဆီသို့ ပို့ဆောင်တဲ့ မေးခွန်းတွေရဲ့ ဝင်္ကပါတစ်ခု။,Positive,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14
" In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",ဆောင်းဦးလေပြေရဲ့ ပွေ့ဖက်မှုထဲမှာ၊ ရွေးချယ်မှုတွေနဲ့ မသေချာမရေရာမှုတွေကြားက ဝေါ့ဇ်အကထဲမှာ ကခုန်နေတဲ့ စိတ်နှစ်ခွဖြစ်ခြင်းရဲ့ သစ်ရွက်တွေ။,Neutral,2019-09-14 10:20:00, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10
" Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",လမ်းပြကြယ်ဖြစ်တဲ့ ကျေးဇူးတင်မှု၊ ဘဝရဲ့ တန်ဖိုးရှိတဲ့ အခိုက်အတန့်တွေရဲ့ ကျယ်ပြန့်တဲ့ စကြဝဠာထဲက ကောင်းချီးမင်္ဂလာတွေရဲ့ ကြယ်စုတန်းကို လမ်းညွှန်နေခြင်း။,Positive,2022-03-12 19:55:00, StarNavigator , Twitter , #Grateful #GuidingStar ,19.0,38.0, Australia ,2022,3,12,19
" With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",စိတ်အားထက်သန်တဲ့ နှလုံးသားနဲ့အတူ၊ စိတ်အားထက်သန်မှုရဲ့ လယ်ကွင်းတွေထဲမှာ ပြေးလွှားနေခြင်း၊ ပျော်ရွှင်မှုရဲ့ မြက်ခင်းပြင်တွေထဲမှာ နေရောင်ခြည်တွေနဲ့ ရယ်မောခြင်းကို လိုက်ဖမ်းနေခြင်း။,Positive,2023-03-30 16:30:00, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16.0,32.0, India ,2023,3,30,16
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",ကရုဏာတရားရှိတဲ့ မိုး၊ စာနာမှုရဲ့ မျက်ရည်တွေက ညင်သာစွာ ကျဆင်းနေပြီး၊ လူသားဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲက ကြင်နာမှုရဲ့ မျိုးစေ့တွေကို ပြုစုပျိုးထောင်ပေးခြင်း။,Positive,2021-07-01 12:10:00, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်။,Positive,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",မျှော်လင့်ချက်ရှိတဲ့ အရုဏ်ဦးက ပွေ့ဖက်ထားခြင်း၊ အကောင်းမြင်စိတ်ရဲ့ မျိုးစေ့တွေကို ကြဲချနေပြီး၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ပန်းပွင့်တွေကို ပြုစုစောင့်ရှောက်နေတဲ့ ဥယျာဉ်မှူးတစ်ယောက်။,Positive,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",ဘဝရဲ့ ပျော်ပွဲရွှင်ပွဲထဲက ပျော်ရွှင်စရာ စွန့်စားခန်းတစ်ခု၊ လားရထား ရယ်မောသံတွေနဲ့ သကြားလုံး အိပ်မက်တွေက ပျော်ရွှင်ဖွယ် လေထုထဲမှာ ဝေ့ဝဲနေခြင်း။,Positive,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",စိတ်ကူးစိတ်သန်းရဲ့ တိမ်တိုက်တွေပေါ်မှာ ပျံဝဲနေခြင်း၊ ကောင်းကင်ကို ဖန်တီးမှုရဲ့ စုတ်ချက်တွေနဲ့ ခြယ်မှုန်းနေပြီး၊ အိပ်မက်တွေရဲ့ လက်ရာမြောက် ပန်းချီကားတစ်ချပ်ကို ဖန်တီးနေတဲ့ အနုပညာရှင်တစ်ယောက်။,Positive,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",ကျေနပ်မှုရဲ့ မြစ်ထဲမှာ လမ်းညွှန်နေခြင်း၊ အတွင်းစိတ် ငြိမ်းချမ်းမှုနဲ့ လက်ခံမှုရဲ့ တည်ငြိမ်အေးချမ်းတဲ့ ရေပြင်ထဲမှာ တည်ငြိမ်အေးချမ်းတဲ့ လှေစီးခရီးစဉ်တစ်ခု။,Positive,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",မီးအိမ်ဖြစ်တဲ့ စာနာမှုနဲ့အတူ၊ ဝမ်းနည်းမှုရဲ့ မှောင်မိုက်တဲ့ လမ်းကြားတွေထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ ကရုဏာတရားနဲ့ ဂရုစိုက်မှုတို့နဲ့ လမ်းကို လင်းထိန်ပေးခြင်း။,Positive,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",အိပ်မက်တွေရဲ့ တောင်ပံတွေပေါ်မှာ ပျံသန်းနေတဲ့ လွတ်လပ်တဲ့ စိတ်ဓာတ်၊ အဆုံးမဲ့ ဖြစ်နိုင်ခြေတွေရဲ့ ကောင်းကင်ပြာထဲမှာ လွတ်လပ်မှုရဲ့ ခြေရာတွေကို ချန်ထားခဲ့ခြင်း။,Positive,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",ကျေးဇူးသိတတ်မှုရဲ့ ရွှေရောင်အသွေးတွေထဲမှာ နစ်မြုပ်နေခြင်း၊ တန်ဖိုးထားလေးစားမှုရဲ့ နေဝင်ချိန်က နှလုံးသားရဲ့ ရှုခင်းတွေပေါ်သို့ နွေးထွေးတဲ့ အလင်းရောင်ကို ဖြာကျနေခြင်း။,Positive,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",ဘဝရဲ့ အကအခုန်ထဲက ယုံကြည်မှုရှိတဲ့ ခြေလှမ်းတွေ၊ မိမိကိုယ်ကို ယုံကြည်မှုက ဦးဆောင်တဲ့ ကပွဲခန်းမ၊ စိန်ခေါ်မှုတွေကြားထဲမှာ ကျက်သရေရှိစွာ လှည့်ပတ်ကခုန်နေခြင်း။,Positive,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",လေရဲ့ မျှော်လင့်ချက်ရှိတဲ့ တီးတိုးသံတွေ၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ကတိကဝတ်တွေကို သယ်ဆောင်လာခြင်း၊ ဖြစ်နိုင်ခြေတွေရဲ့ လေထုထဲက အကောင်းမြင်စိတ်ရဲ့ သံစုံတီးဝိုင်း။,Positive,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",တာဝန်တွေကို ပျော်ရွှင်စွာ ဟန်ချက်ညီအောင် လုပ်ဆောင်နေခြင်း၊ အလုပ်နဲ့ ပျော်ရွှင်မှုရဲ့ လုပ်ဆောင်ချက်တွေကို ဟန်ချက်ညီအောင် ထိန်းညှိနေပြီး၊ ရယ်မောခြင်းကို လေထဲသို့ ပစ်မြှောက်နေတဲ့ ဆပ်ကပ်သမားတစ်ယောက်။,Positive,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",ကြယ်တွေဆီသို့ စိတ်ကူးစိတ်သန်းရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း၊ စိတ်ကူးစိတ်သန်းရဲ့ ချည်မျှင်တွေကနေ ကြယ်စုတန်းတွေကို ဖန်တီးနေတဲ့ ပုံပြင်ပြောသူတစ်ယောက်။,Positive,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",မျှော်လင့်ချက်ရှိတဲ့ မျှော်လင့်ချက်ရဲ့ လှိုင်းလုံးတွေကြားထဲကနေ လမ်းကြောင်းတစ်ခု ရေးဆွဲနေခြင်း၊ မစူးစမ်းရသေးတဲ့ အိပ်မက်တွေရဲ့ ကမ်းခြေတွေဆီသို့ ဦးတည်မောင်းနှင်နေတဲ့ သင်္ဘောသားတစ်ယောက်။,Positive,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",ကရုဏာတရားရှိတဲ့ မိုး၊ စာနာမှုရဲ့ မျက်ရည်တွေက ညင်သာစွာ ကျဆင်းနေပြီး၊ လူသားဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲက ကြင်နာမှုရဲ့ မျိုးစေ့တွေကို ပြုစုပျိုးထောင်ပေးခြင်း။,Positive,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်။,Positive,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",မျှော်လင့်ချက်ရှိတဲ့ အရုဏ်ဦးက ပွေ့ဖက်ထားခြင်း၊ အကောင်းမြင်စိတ်ရဲ့ မျိုးစေ့တွေကို ကြဲချနေပြီး၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ပန်းပွင့်တွေကို ပြုစုစောင့်ရှောက်နေတဲ့ ဥယျာဉ်မှူးတစ်ယောက်။,Positive,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",ဘဝရဲ့ ပျော်ပွဲရွှင်ပွဲထဲက ပျော်ရွှင်စရာ စွန့်စားခန်းတစ်ခု၊ လားရထား ရယ်မောသံတွေနဲ့ သကြားလုံး အိပ်မက်တွေက ပျော်ရွှင်ဖွယ် လေထုထဲမှာ ဝေ့ဝဲနေခြင်း။,Positive,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",စိတ်ကူးစိတ်သန်းရဲ့ တိမ်တိုက်တွေပေါ်မှာ ပျံဝဲနေခြင်း၊ ကောင်းကင်ကို ဖန်တီးမှုရဲ့ စုတ်ချက်တွေနဲ့ ခြယ်မှုန်းနေပြီး၊ အိပ်မက်တွေရဲ့ လက်ရာမြောက် ပန်းချီကားတစ်ချပ်ကို ဖန်တီးနေတဲ့ အနုပညာရှင်တစ်ယောက်။,Positive,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",ကျေနပ်မှုရဲ့ မြစ်ထဲမှာ လမ်းညွှန်နေခြင်း၊ အတွင်းစိတ် ငြိမ်းချမ်းမှုနဲ့ လက်ခံမှုရဲ့ တည်ငြိမ်အေးချမ်းတဲ့ ရေပြင်ထဲမှာ တည်ငြိမ်အေးချမ်းတဲ့ လှေစီးခရီးစဉ်တစ်ခု။,Positive,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",မီးအိမ်ဖြစ်တဲ့ စာနာမှုနဲ့အတူ၊ ဝမ်းနည်းမှုရဲ့ မှောင်မိုက်တဲ့ လမ်းကြားတွေထဲမှာ လှည့်လည်သွားလာနေခြင်း၊ ကရုဏာတရားနဲ့ ဂရုစိုက်မှုတို့နဲ့ လမ်းကို လင်းထိန်ပေးခြင်း။,Positive,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",အိပ်မက်တွေရဲ့ တောင်ပံတွေပေါ်မှာ ပျံသန်းနေတဲ့ လွတ်လပ်တဲ့ စိတ်ဓာတ်၊ အဆုံးမဲ့ ဖြစ်နိုင်ခြေတွေရဲ့ ကောင်းကင်ပြာထဲမှာ လွတ်လပ်မှုရဲ့ ခြေရာတွေကို ချန်ထားခဲ့ခြင်း။,Positive,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",ကျေးဇူးသိတတ်မှုရဲ့ ရွှေရောင်အသွေးတွေထဲမှာ နစ်မြုပ်နေခြင်း၊ တန်ဖိုးထားလေးစားမှုရဲ့ နေဝင်ချိန်က နှလုံးသားရဲ့ ရှုခင်းတွေပေါ်သို့ နွေးထွေးတဲ့ အလင်းရောင်ကို ဖြာကျနေခြင်း။,Positive,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",ဘဝရဲ့ အကအခုန်ထဲက ယုံကြည်မှုရှိတဲ့ ခြေလှမ်းတွေ၊ မိမိကိုယ်ကို ယုံကြည်မှုက ဦးဆောင်တဲ့ ကပွဲခန်းမ၊ စိန်ခေါ်မှုတွေကြားထဲမှာ ကျက်သရေရှိစွာ လှည့်ပတ်ကခုန်နေခြင်း။,Positive,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",လေရဲ့ မျှော်လင့်ချက်ရှိတဲ့ တီးတိုးသံတွေ၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ကတိကဝတ်တွေကို သယ်ဆောင်လာခြင်း၊ ဖြစ်နိုင်ခြေတွေရဲ့ လေထုထဲက အကောင်းမြင်စိတ်ရဲ့ သံစုံတီးဝိုင်း။,Positive,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",တာဝန်တွေကို ပျော်ရွှင်စွာ ဟန်ချက်ညီအောင် လုပ်ဆောင်နေခြင်း၊ အလုပ်နဲ့ ပျော်ရွှင်မှုရဲ့ လုပ်ဆောင်ချက်တွေကို ဟန်ချက်ညီအောင် ထိန်းညှိနေပြီး၊ ရယ်မောခြင်းကို လေထဲသို့ ပစ်မြှောက်နေတဲ့ ဆပ်ကပ်သမားတစ်ယောက်။,Positive,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",ကြယ်တွေဆီသို့ စိတ်ကူးစိတ်သန်းရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း၊ စိတ်ကူးစိတ်သန်းရဲ့ ချည်မျှင်တွေကနေ ကြယ်စုတန်းတွေကို ဖန်တီးနေတဲ့ ပုံပြင်ပြောသူတစ်ယောက်။,Positive,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",မျှော်လင့်ချက်ရှိတဲ့ မျှော်လင့်ချက်ရဲ့ လှိုင်းလုံးတွေကြားထဲကနေ လမ်းကြောင်းတစ်ခု ရေးဆွဲနေခြင်း၊ မစူးစမ်းရသေးတဲ့ အိပ်မက်တွေရဲ့ ကမ်းခြေတွေဆီသို့ ဦးတည်မောင်းနှင်နေတဲ့ သင်္ဘောသားတစ်ယောက်။,Positive,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",ကရုဏာတရားရှိတဲ့ မိုး၊ စာနာမှုရဲ့ မျက်ရည်တွေက ညင်သာစွာ ကျဆင်းနေပြီး၊ လူသားဆက်ဆံရေးတွေရဲ့ ဥယျာဉ်ထဲက ကြင်နာမှုရဲ့ မျိုးစေ့တွေကို ပြုစုပျိုးထောင်ပေးခြင်း။,Positive,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",အောင်မြင်မှုရဲ့ တောင်ထိပ်တွေကို ဂုဏ်ယူစွာ တက်ရောက်နေခြင်း၊ စိန်ခေါ်မှုတွေကို အောင်နိုင်ပြီး အောင်မြင်မှုရဲ့ အလံကို စိုက်ထူနေတဲ့ တောင်တက်သမားတစ်ယောက်။,Positive,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",မျှော်လင့်ချက်ရှိတဲ့ အရုဏ်ဦးက ပွေ့ဖက်ထားခြင်း၊ အကောင်းမြင်စိတ်ရဲ့ မျိုးစေ့တွေကို ကြဲချနေပြီး၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်ရဲ့ ပန်းပွင့်တွေကို ပြုစုစောင့်ရှောက်နေတဲ့ ဥယျာဉ်မှူးတစ်ယောက်။,Positive,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, India ,2022,7,17,6
